0.0001 2270223.1868349737 3262631.920881634 3578579.7703318666 6170694.603914941
0.001 734799.7126503561 955296.9686733251 1696838.3279886045 3115640.3033858063
0.01 225167.47832583296 288177.6989092262 337371.12209388084 641607.858192005
0.05 45777.12059033906 47830.81211829261 92907.95642464604 86335.35314327237
0.07 26693.423987423022 28494.922943176352 60159.387360099005 51741.55422844885
